"Localitate","Judet"
"Braileni","Arges"
"Branistea","Arges"
"Branzari","Arges"
"Brateasca","Arges"
"Bratesti","Arges"
"Bratia (Berevoesti)","Arges"
"Bratia (Ciomagesti)","Arges"
"Brosteni (Aninoasa)","Arges"
"Brosteni (Costesti)","Arges"
"Bucov","Arges"
"Bucsenesti","Arges"
"Bucsenesti-Lotasi","Arges"
"Budeasa","Arges"
"Budeasa Mare","Arges"
"Budeasa Mica","Arges"
"Budisteni","Arges"
"Bughea de Jos","Arges"
"Bughea de Sus","Arges"
"Bujoi","Arges"
"Bujoreni","Arges"
"Bumbueni","Arges"
"Bunesti (Cotmeana)","Arges"
"Bunesti (Malureni)","Arges"
"Burdea","Arges"
"Burdesti","Arges"
"Buretesti","Arges"
"Burlusi","Arges"
"Burnesti","Arges"
"Buta","Arges"
"Buzoesti","Arges"
"Caldararu","Arges"
"Calinesti","Arges"
"Calotesti","Arges"
"Campulung","Arges"
"Candesti","Arges"
"Capatanenii Pamanteni","Arges"
"Capatanenii Ungureni","Arges"
"Capu Piscului (Godeni)","Arges"
"Capu Piscului (Merisani)","Arges"
"Carcesti","Arges"
"Carciumaresti","Arges"
"Carpenis","Arges"
"Carstieni","Arges"
"Catane","Arges"
"Catanele","Arges"
"Cateasca","Arges"
"Catunasi","Arges"
"Ceauresti","Arges"
"Ceausesti","Arges"
"Cepari","Arges"
"Cepari (Poiana Lacului)","Arges"
"Ceparii Pamanteni","Arges"
"Ceparii Ungureni","Arges"
"Cerbu","Arges"
"Cerbureni","Arges"
"Cersani","Arges"
"Cetateni","Arges"
"Chilii","Arges"
"Chiritesti (Suseni)","Arges"
"Chiritesti (Uda)","Arges"
"Chiritesti (Vedea)","Arges"
"Chitani","Arges"
"Chitesti","Arges"
"Cicanesti","Arges"
"Ciesti","Arges"
"Ciobanesti","Arges"
"Ciobani","Arges"
"Ciocanai","Arges"
"Ciocanesti","Arges"
"Ciocanu","Arges"
"Ciocesti","Arges"
"Ciofrangeni","Arges"
"Ciolcesti","Arges"
"Ciomagesti","Arges"
"Ciresu","Arges"
"Cismea","Arges"
"Ciulnita","Arges"
"Ciupa-Manciulescu","Arges"
"Ciuresti","Arges"
"Clucereasa","Arges"
"Cocenesti","Arges"
"Cochinesti","Arges"
"Cocu","Arges"
"Colibasi","Arges"
"Colnic","Arges"
"Coltu","Arges"
"Contesti","Arges"
"Corbeni","Arges"
"Corbi","Arges"
"Corbsori","Arges"
"Cornatel","Arges"
"Cosaci","Arges"
"Coseri","Arges"
"Cosesti","Arges"
"Costesti","Arges"
"Costesti (Cotmeana)","Arges"
"Costesti-Valsan","Arges"
"Costita","Arges"
"Coteasca","Arges"
"Cotenesti","Arges"
"Cotesti","Arges"
"Cotmeana","Arges"
"Cotmeana (Stolnici)","Arges"
"Cotmenita","Arges"
"Cotu (Cuca)","Arges"
"Cotu (Uda)","Arges"
"Cotu Malului","Arges"
"Crampotani","Arges"
"Crintesti","Arges"
"Crivatu","Arges"
"Crucisoara","Arges"
"Cuca","Arges"
"Cungrea","Arges"
"Curtea de Arges","Arges"
"Curteanca","Arges"
"Dambovicioara","Arges"
"Darmanesti","Arges"
"Davidesti","Arges"
"Deagu de Jos","Arges"
"Deagu de Sus","Arges"
"Dealu","Arges"
"Dealu Bisericii","Arges"
"Dealu Bradului","Arges"
"Dealu Frumos","Arges"
"Dealu Obejdeanului","Arges"
"Dealu Orasului","Arges"
"Dealu Padurii","Arges"
"Dealu Tolcesii","Arges"
"Dealu Viilor (Mosoaia)","Arges"
"Dealu Viilor (Poiana Lacului)","Arges"
"Dedulesti","Arges"
"Diconesti","Arges"
"Dincani","Arges"
"Dinculesti","Arges"
"Doblea","Arges"
"Dobresti","Arges"
"Dobrogostea","Arges"
"Dobrotu","Arges"
"Dogari","Arges"
"Domnesti","Arges"
"Draganu","Arges"
"Draganu-Olteni","Arges"
"Draghescu","Arges"
"Draghicesti","Arges"
"Draghici","Arges"
"Dragolesti","Arges"
"Dragoslavele","Arges"
"Dumbrava","Arges"
"Dumbravesti","Arges"
"Dumiresti","Arges"
"Enculesti","Arges"
"Facaletesti","Arges"
"Fagetu","Arges"
"Falfani","Arges"
"Fantanea","Arges"
"Fata","Arges"
"Fedelesoiu","Arges"
"Florieni","Arges"
"Fratesti","Arges"
"Fratici","Arges"
"Furduesti","Arges"
"Furesti","Arges"
"Furnicosi","Arges"
"Gainusa","Arges"
"Galasesti (Budeasa)","Arges"
"Galasesti (Suseni)","Arges"
"Galcesti","Arges"
"Galesu","Arges"
"Galeteanu","Arges"
"Gamacesti","Arges"
"Ganesti","Arges"
"Gardinesti","Arges"
"Gaujani","Arges"
"Geamana","Arges"
"Giuclani","Arges"
"Glambocata","Arges"
"Glambocata-Deal","Arges"
"Glambocel","Arges"
"Glambocelu","Arges"
"Glambocu","Arges"
"Glavacioc","Arges"
"Gliganu de Jos","Arges"
"Gliganu de Sus","Arges"
"Glodu (Calinesti)","Arges"
"Glodu (Leordeni)","Arges"
"Godeni","Arges"
"Goia","Arges"
"Goleasca","Arges"
"Golesti (Balilesti)","Arges"
"Golesti (stefanesti)","Arges"
"Goranesti","Arges"
"Gorani","Arges"
"Gorganu","Arges"
"Greaban","Arges"
"Greabanu","Arges"
"Grosani","Arges"
"Grosi","Arges"
"Gruiu (Cateasca)","Arges"
"Gruiu (Nucsoara)","Arges"
"Gura Pravat","Arges"
"Gura Vaii","Arges"
"Harsesti","Arges"
"Hartiesti","Arges"
"Hintesti","Arges"
"Huluba","Arges"
"Humele","Arges"
"Ianculesti","Arges"
"Ioanicesti","Arges"
"Ionesti","Arges"
"Izbasesti","Arges"
"Izvorani","Arges"
"Izvoru","Arges"
"Izvoru de Jos","Arges"
"Izvoru de Sus","Arges"
"Jgheaburi","Arges"
"Jugur","Arges"
"Jupanesti","Arges"
"Laceni","Arges"
"Lacurile","Arges"
"Laicai","Arges"
"Langesti","Arges"
"Lapusani","Arges"
"Launele de Sus","Arges"
"Lazaresti (Mosoaia)","Arges"
"Lazaresti (Schitu Golesti)","Arges"
"Leicesti","Arges"
"Lentea","Arges"
"Leordeni","Arges"
"Leresti","Arges"
"Lesile","Arges"
"Lespezi","Arges"
"Lintesti","Arges"
"Lipia","Arges"
"Livezeni","Arges"
"Loturi","Arges"
"Lucieni","Arges"
"Luminile","Arges"
"Lunca","Arges"
"Lunca Corbului","Arges"
"Lunca Gartii","Arges"
"Lungani","Arges"
"Lungulesti","Arges"
"Lupueni","Arges"
"Macai","Arges"
"Malu (Barla)","Arges"
"Malu (Godeni)","Arges"
"Malu Vanat","Arges"
"Malureni","Arges"
"Mancioiu","Arges"
"Mandra","Arges"
"Manesti","Arges"
"Manicesti","Arges"
"Maracineni","Arges"
"Mares","Arges"
"Marghia de Jos","Arges"
"Marghia de Sus","Arges"
"Martalogi","Arges"
"Martesti","Arges"
"Matau","Arges"
"Mavrodolu","Arges"
"Merisani","Arges"
"Metofu","Arges"
"Mica","Arges"
"Micesti","Arges"
"Miercani","Arges"
"Mihaesti","Arges"
"Mioarele","Arges"
"Mioarele (Cicanesti)","Arges"
"Mioveni","Arges"
"Mirosi","Arges"
"Moara Mocanului","Arges"
"Mogosesti","Arges"
"Moraresti","Arges"
"Morasti","Arges"
"Mosoaia","Arges"
"Mosteni-Greci","Arges"
"Mozaceni","Arges"
"Mozacenii-Vale","Arges"
"Mozacu","Arges"
"Musatesti","Arges"
"Muscel","Arges"
"Mustatesti","Arges"
"Namaesti","Arges"
"Negesti","Arges"
"Negrasi","Arges"
"Negreni","Arges"
"Negresti","Arges"
"Nejlovelu","Arges"
"Nigrisoara","Arges"
"Noaptes","Arges"
"Nucsoara","Arges"
"Oarja","Arges"
"Odaeni","Arges"
"Oestii Pamanteni","Arges"
"Oestii Ungureni","Arges"
"Ogrezea","Arges"
"Opresti","Arges"
"Orodel","Arges"
"Otelu","Arges"
"Pacioiu","Arges"
"Padureni","Arges"
"Padureti","Arges"
"Paduroiu din Deal","Arges"
"Paduroiu din Vale","Arges"
"Palanga","Arges"
"Paltenu","Arges"
"Paraschivesti","Arges"
"Parvu Rosu","Arges"
"Patuleni","Arges"
"Pauleasca (Malureni)","Arges"
"Pauleasca (Micesti)","Arges"
"Pauleni","Arges"
"Paunesti","Arges"
"Petresti","Arges"
"Piatra (Bradulet)","Arges"
"Piatra (Ciofrangeni)","Arges"
"Piatra (Stoenesti)","Arges"
"Pielesti","Arges"
"Pietroasa","Arges"
"Pietrosani","Arges"
"Piscani","Arges"
"Pitesti","Arges"
"Pitigaia","Arges"
"Pitoi","Arges"
"Podeni","Arges"
"Podisoru","Arges"
"Podu Brosteni","Arges"
"Podu Dambovitei","Arges"
"Poduri","Arges"
"Poiana Lacului","Arges"
"Poienarei","Arges"
"Poienari (Corbeni)","Arges"
"Poienari (Poienarii de Arges)","Arges"
"Poienari (Poienarii de Muscel)","Arges"
"Poienarii de Arges","Arges"
"Poienarii de Muscel","Arges"
"Poienita","Arges"
"Pojorata","Arges"
"Popesti","Arges"
"Popesti (Cocu)","Arges"
"Popesti (Sapata)","Arges"
"Priboaia","Arges"
"Priboieni","Arges"
"Priseaca","Arges"
"Prislopu Mare","Arges"
"Prislopu Mic","Arges"
"Prodani","Arges"
"Prosia","Arges"
"Purcareni (Micesti)","Arges"
"Purcareni (Popesti)","Arges"
"Putina","Arges"
"Raca","Arges"
"Rachitele de Jos","Arges"
"Rachitele de Sus","Arges"
"Racovita","Arges"
"Radesti","Arges"
"Radu Negru","Arges"
"Radutesti","Arges"
"Rajletu-Govora","Arges"
"Rancaciov","Arges"
"Ratesti (Tigveni)","Arges"
"Ratoi","Arges"
"Recea","Arges"
"Recea (Cateasca)","Arges"
"Redea","Arges"
"Retevoiesti","Arges"
"Robaia","Arges"
"Rociu","Arges"
"Rogojina","Arges"
"Romana","Arges"
"Rotunda","Arges"
"Rucar","Arges"
"Rudeni (Mihaesti)","Arges"
"Rudeni (suici)","Arges"
"Ruginoasa","Arges"
"Salatrucu","Arges"
"Salistea","Arges"
"Samaila","Arges"
"Samara","Arges"
"Sandulesti","Arges"
"Sapata","Arges"
"Sapunari","Arges"
"Satic","Arges"
"Satu Nou","Arges"
"Sboghitesti","Arges"
"Schiau","Arges"
"Schitu Golesti","Arges"
"Schitu Scoicesti","Arges"
"Schitu-Matei","Arges"
"Selareasca","Arges"
"Selari","Arges"
"Sendrulesti","Arges"
"Serbanesti (Poienarii de Muscel)","Arges"
"Serbanesti (Rociu)","Arges"
"Serboeni","Arges"
"Silistea","Arges"
"Silisteni","Arges"
"Sinesti","Arges"
"Slamnesti","Arges"
"Slanic","Arges"
"Slatina","Arges"
"Slatioarele","Arges"
"Slobozia","Arges"
"Slobozia (Popesti)","Arges"
"Slobozia (Stoenesti)","Arges"
"Smei","Arges"
"Smeura","Arges"
"Spiridoni","Arges"
"Stalpeni","Arges"
"Stanesti","Arges"
"Stanicei","Arges"
"Starci","Arges"
"Stefan cel Mare","Arges"
"Stefanesti","Arges"
"Stefanesti (Suseni)","Arges"
"Stefanestii Noi","Arges"
"Stejari","Arges"
"Stoenesti","Arges"
"Stolnici","Arges"
"Strambeni (Caldararu)","Arges"
"Strambeni (Suseni)","Arges"
"Stroesti","Arges"
"Suici","Arges"
"Surdulesti","Arges"
"Suseni","Arges"
"Suseni (Bogati)","Arges"
"Suslanesti","Arges"
"Teiu","Arges"
"Teodoresti","Arges"
"Tiganesti","Arges"
"Tigveni","Arges"
"Tigveni (Ratesti)","Arges"
"Titesti","Arges"
"Tomsanca","Arges"
"Tomulesti","Arges"
"Toplita","Arges"
"Topoloveni","Arges"
"Turburea","Arges"
"Turcesti","Arges"
"Tutana","Arges"
"Tutulesti","Arges"
"Uda","Arges"
"Udeni-Zavoi","Arges"
"Uiasca","Arges"
"Uleni","Arges"
"Ulita","Arges"
"Ungheni","Arges"
"Ungureni (Bradulet)","Arges"
"Ungureni (Valea Iasului)","Arges"
"Urechesti","Arges"
"Urlucea","Arges"
"Urlueni","Arges"
"Urluiesti","Arges"
"Ursoaia","Arges"
"Vacarea","Arges"
"Valcelele","Arges"
"Valea Badenilor","Arges"
"Valea Bradului","Arges"
"Valea Brazilor","Arges"
"Valea Calului","Arges"
"Valea Cetatuia","Arges"
"Valea Corbului","Arges"
"Valea Cucii","Arges"
"Valea Danului","Arges"
"Valea Faurului","Arges"
"Valea Hotarului","Arges"
"Valea Iasului","Arges"
"Valea Indarat","Arges"
"Valea lui Enache","Arges"
"Valea lui Mas","Arges"
"Valea Magurei","Arges"
"Valea Manastirii","Arges"
"Valea Mare (Priboieni)","Arges"
"Valea Mare-Bratia","Arges"
"Valea Mare-Podgoria","Arges"
"Valea Mare-Pravat","Arges"
"Valea Marului","Arges"
"Valea Muscelului","Arges"
"Valea Nandrii","Arges"
"Valea Nenii","Arges"
"Valea Pechii","Arges"
"Valea Popii (Mihaesti)","Arges"
"Valea Popii (Priboieni)","Arges"
"Valea Rizii","Arges"
"Valea Rumanestilor","Arges"
"Valea Silistii","Arges"
"Valea Stanii","Arges"
"Valea Uleiului","Arges"
"Valea Ursului","Arges"
"Valeni","Arges"
"Valeni-Podgoria","Arges"
"Valsanesti","Arges"
"Varloveni","Arges"
"Varsesti","Arges"
"Varzaroaia","Arges"
"Varzaru","Arges"
"Vata","Arges"
"Vedea","Arges"
"Vernesti","Arges"
"Vetisoara","Arges"
"Viisoara","Arges"
"Vladesti","Arges"
"Vladesti (Tigveni)","Arges"
"Vladuta","Arges"
"Vlascuta","Arges"
"Voinesti","Arges"
"Vonigeasa","Arges"
"Voroveni","Arges"
"Vranesti","Arges"
"Vulpesti","Arges"
"Vulturesti","Arges"
"Zamfiresti (Cepari)","Arges"
"Zamfiresti (Cotmeana)","Arges"
"Zarnesti","Arges"
"Zavoi","Arges"
"Zgripcesti","Arges"
"Zidurile","Arges"
"Zigoneni","Arges"
"Zuvelcati","Arges"
"Agas","Bacau"
"Albele","Bacau"
"Antohesti","Bacau"
"Apa Asau","Bacau"
"Ardeoani","Bacau"
"Arini","Bacau"
"Asau","Bacau"
"Bacau","Bacau"
"Bacioiu","Bacau"
"Baclesti","Bacau"
"Bahna","Bacau"
"Bahnaseni","Bacau"
"Baimac","Bacau"
"Balaia","Bacau"
"Balaneasa","Bacau"
"Balanesti (Dealu Morii)","Bacau"
"Balanesti (Podu Turcului)","Bacau"
"Balca","Bacau"
"Balcani","Bacau"
"Balotesti","Bacau"
"Baltata","Bacau"
"Balusa","Bacau"
"Banca (Dealu Morii)","Bacau"
"Barati","Bacau"
"Barboasa","Bacau"
"Barcana","Bacau"
"Barna","Bacau"
"Barnesti","Bacau"
"Barsanesti","Bacau"
"Bartasesti","Bacau"
"Barzulesti","Bacau"
"Basasti","Bacau"
"Bazga","Bacau"
"Belciuneasa","Bacau"
"Beleghet","Bacau"
"Benesti","Bacau"
"Berbinceni","Bacau"
"Beresti","Bacau"
"Beresti-Bistrita","Bacau"
"Beresti-Tazlau","Bacau"
"Berzunti","Bacau"
"Bibiresti","Bacau"
"Bijghir","Bacau"
"Blaga","Bacau"
"Blagesti","Bacau"
"Blidari","Bacau"
"Boanta","Bacau"
"Bobos","Bacau"
"Bodeasa","Bacau"
"Bogata","Bacau"
"Bogdan Voda","Bacau"
"Bogdana","Bacau"
"Bogdanesti","Bacau"
"Bogdanesti (Scorteni)","Bacau"
"Bogdanesti (Traian)","Bacau"
"Boistea","Bacau"
"Boistea de Jos","Bacau"
"Bolatau","Bacau"
"Bolovanis","Bacau"
"Borsani","Bacau"
"Borzesti","Bacau"
"Bosia","Bacau"
"Bosoteni","Bacau"
"Bostanesti","Bacau"
"Bota","Bacau"
"Botesti","Bacau"
"Brad (Beresti-Bistrita)","Bacau"
"Brad (Filipeni)","Bacau"
"Brad (Negri)","Bacau"
"Bratesti","Bacau"
"Bratila","Bacau"
"Brusturoasa","Bacau"
"Buchila","Bacau"
"Buciumi","Bacau"
"Bucsa","Bacau"
"Bucsesti","Bacau"
"Buda (Blagesti)","Bacau"
"Buda (Rachitoasa)","Bacau"
"Budesti","Bacau"
"Buhocel","Bacau"
"Buhoci","Bacau"
"Buhusi","Bacau"
"Burdusaci","Bacau"
"Buruienis","Bacau"
"Buruienisu de Sus","Bacau"
"Cabesti","Bacau"
"Cadaresti","Bacau"
"Caiuti","Bacau"
"Calapodesti","Bacau"
"Calcai","Bacau"
"Calinesti","Bacau"
"Calini","Bacau"
"Calugareni","Bacau"
"Camenca","Bacau"
"Campeni","Bacau"
"Capata","Bacau"
"Capotesti","Bacau"
"Caraclau","Bacau"
"Carligi","Bacau"
"Casin","Bacau"
"Cauia","Bacau"
"Cerdac","Bacau"
"Cernu","Bacau"
"Cetatuia","Bacau"
"Chetreni","Bacau"
"Chetris","Bacau"
"Chicerea","Bacau"
"Chilia Benei","Bacau"
"Chiticeni","Bacau"
"Ciobanus","Bacau"
"Ciresoaia","Bacau"
"Ciucani","Bacau"
"Ciughes","Bacau"
"Ciumasi","Bacau"
"Ciuturesti","Bacau"
"Cleja","Bacau"
"Climesti","Bacau"
"Cociu","Bacau"
"Colonesti","Bacau"
"Coman","Bacau"
"Comanesti","Bacau"
"Contesti","Bacau"
"Corbasca","Bacau"
"Cornatel","Bacau"
"Cornatelu","Bacau"
"Cornesti","Bacau"
"Cornet","Bacau"
"Cornii de Jos","Bacau"
"Cornii de Sus","Bacau"
"Cosnea","Bacau"
"Costei","Bacau"
"Coteni","Bacau"
"Cotofanesti","Bacau"
"Cotu Grosului","Bacau"
"Cotumba","Bacau"
"Craiesti","Bacau"
"Crihan","Bacau"
"Cuchinis","Bacau"
"Cucova","Bacau"
"Cucuieti (Dofteana)","Bacau"
"Cucuieti (Solont)","Bacau"
"Curita","Bacau"
"Dadesti","Bacau"
"Damienesti","Bacau"
"Danaila","Bacau"
"Darmaneasca","Bacau"
"Darmanesti","Bacau"
"Dealu Mare","Bacau"
"Dealu Morii","Bacau"
"Dealu Perjului","Bacau"
"Deleni","Bacau"
"Diaconesti","Bacau"
"Dienet","Bacau"
"Dofteana","Bacau"
"Dorneni (Plopana)","Bacau"
"Dorneni (Vultureni)","Bacau"
"Dorofei","Bacau"
"Dospinesti","Bacau"
"Dragesti (Damienesti)","Bacau"
"Dragesti (Tatarasti)","Bacau"
"Dragomir","Bacau"
"Dragugesti","Bacau"
"Dragusani","Bacau"
"Dumbrava (Beresti-Bistrita)","Bacau"
"Dumbrava (Gura Vaii)","Bacau"
"Dumbrava (Rachitoasa)","Bacau"
"Enachesti","Bacau"
"Faget","Bacau"
"Fagetel","Bacau"
"Fagetu de Sus","Bacau"
"Faghieni","Bacau"
"Fantanele (Hemeius)","Bacau"
"Fantanele (Motoseni)","Bacau"
"Faraoani","Bacau"
"Farcasa","Bacau"
"Ferestrau-Oituz","Bacau"
"Fichitesti","Bacau"
"Filipeni","Bacau"
"Filipesti","Bacau"
"Filipesti (Bogdanesti)","Bacau"
"Floresti (Caiuti)","Bacau"
"Floresti (Huruiesti)","Bacau"
"Floresti (Scorteni)","Bacau"
"Frumoasa","Bacau"
"Frumuselu","Bacau"
"Fruntesti","Bacau"
"Fulgeris","Bacau"
"Fundatura","Bacau"
"Fundatura Rachitoasa","Bacau"
"Fundeni","Bacau"
"Fundoaia","Bacau"
"Fundu Racaciuni","Bacau"
"Fundu Tutovei","Bacau"
"Fundu Vaii","Bacau"
"Furnicari","Bacau"
"Gaiceana","Bacau"
"Galbeni (Filipesti)","Bacau"
"Galbeni (Nicolae Balcescu)","Bacau"
"Galeri","Bacau"
"Garla Anei","Bacau"
"Garleni","Bacau"
"Garlenii de Sus","Bacau"
"Gasteni","Bacau"
"Gazarie","Bacau"
"Gheorghe Doja","Bacau"
"Gherdana","Bacau"
"Ghilavesti","Bacau"
"Ghimes","Bacau"
"Ghimes-Faget","Bacau"
"Ghionoaia","Bacau"
"Gioseni","Bacau"
"Giurgeni","Bacau"
"Giurgioana","Bacau"
"Glavanesti","Bacau"
"Glodisoarele","Bacau"
"Godinestii de Jos","Bacau"
"Godinestii de Sus","Bacau"
"Goioasa","Bacau"
"Gorghesti","Bacau"
"Gradesti","Bacau"
"Grigoreni","Bacau"
"Gura Craiesti","Bacau"
"Gura Vaii","Bacau"
"Gura Vaii (Racova)","Bacau"
"Gutinas","Bacau"
"Haghiac (Dofteana)","Bacau"
"Haghiac (Rachitoasa)","Bacau"
"Haineala","Bacau"
"Halmacioaia","Bacau"
"Hanganesti","Bacau"
"Hanta","Bacau"
"Harja","Bacau"
"Harlesti","Bacau"
"Helegiu","Bacau"
"Heltiu","Bacau"
"Hemeius","Bacau"
"Hemieni","Bacau"
"Hertioana de Jos","Bacau"
"Hertioana-Razesi","Bacau"
"Holt","Bacau"
"Horgesti","Bacau"
"Huruiesti","Bacau"
"Hutu","Bacau"
"Iaz","Bacau"
"Iliesi","Bacau"
"Itcani","Bacau"
"Itesti","Bacau"
"Izvoru Berheciului","Bacau"
"Lapos","Bacau"
"Larga","Bacau"
"Larguta","Bacau"
"Lehancea","Bacau"
"Leontinesti","Bacau"
"Lespezi","Bacau"
"Letea Veche","Bacau"
"Lichitiseni","Bacau"
"Lilieci","Bacau"
"Lipova","Bacau"
"Livezi","Bacau"
"Ludasi","Bacau"
"Luizi-Calugara","Bacau"
"Lunca Asau","Bacau"
"Lunca Dochiei","Bacau"
"Luncani","Bacau"
"Lupesti","Bacau"
"Magazia","Bacau"
"Magiresti","Bacau"
"Magla","Bacau"
"Magura","Bacau"
"Malosu","Bacau"
"Manastirea Casin","Bacau"
"Marascu","Bacau"
"Marasti","Bacau"
"Marginea (Buhusi)","Bacau"
"Marginea (Oituz)","Bacau"
"Margineni","Bacau"
"Marvila","Bacau"
"Mateiesti","Bacau"
"Medeleni","Bacau"
"Milestii de Jos","Bacau"
"Milestii de Sus","Bacau"
"Misihanesti","Bacau"
"Moinesti","Bacau"
"Motoc","Bacau"
"Motoseni","Bacau"
"Movilita","Bacau"
"Muncelu","Bacau"
"Nadisa","Bacau"
"Nanesti","Bacau"
"Nastaseni","Bacau"
"Nazarioaia","Bacau"
"Negoiesti","Bacau"
"Negreni","Bacau"
"Negri","Bacau"
"Negulesti","Bacau"
"Neguseni","Bacau"
"Nicolae Balcescu","Bacau"
"Nicoresti","Bacau"
"Obarsia","Bacau"
"Ocheni","Bacau"
"Odobesti","Bacau"
"Oituz","Bacau"
"Oncesti","Bacau"
"Oncestii Vechi","Bacau"
"Onesti","Bacau"
"Oniscani","Bacau"
"Oprisesti","Bacau"
"Orasa","Bacau"
"Orbeni","Bacau"
"Osebiti","Bacau"
"Otelesti","Bacau"
"Padureni (Beresti-Bistrita)","Bacau"
"Padureni (Damienesti)","Bacau"
"Padureni (Filipeni)","Bacau"
"Padureni (Izvoru Berheciului)","Bacau"
"Padureni (Margineni)","Bacau"
"Pagubeni","Bacau"
"Pajistea","Bacau"
"Palanca","Bacau"
"Paltinata","Bacau"
"Paltinis","Bacau"
"Pancesti","Bacau"
"Pancesti (Adjud)","Bacau"
"Parau Boghii","Bacau"
"Parava","Bacau"
"Pargaresti","Bacau"
"Parincea","Bacau"
"Parjol","Bacau"
"Parvulesti","Bacau"
"Perchiu","Bacau"
"Petresti","Bacau"
"Petricica","Bacau"
"Plopana","Bacau"
"Plopu (Darmanesti)","Bacau"
"Plopu (Podu Turcului)","Bacau"
"Podei","Bacau"
"Podis","Bacau"
"Podu Turcului","Bacau"
"Poduri","Bacau"
"Poglet","Bacau"
"Poiana (Colonesti)","Bacau"
"Poiana (Livezi)","Bacau"
"Poiana (Margineni)","Bacau"
"Poiana (Motoseni)","Bacau"
"Poiana (Negri)","Bacau"
"Poiana Negustorului","Bacau"
"Poiana Sarata","Bacau"
"Poieni (Parincea)","Bacau"
"Poieni (Rosiori)","Bacau"
"Poieni (Targu Ocna)","Bacau"
"Popeni","Bacau"
"Popesti","Bacau"
"Popoiu","Bacau"
"Pradais","Bacau"
"Praja","Bacau"
"Prajesti","Bacau"
"Prajesti (Magiresti)","Bacau"
"Prajoaia","Bacau"
"Pralea","Bacau"
"Preluci","Bacau"
"Prisaca","Bacau"
"Prohozesti","Bacau"
"Pustiana","Bacau"
"Putini","Bacau"
"Putredeni","Bacau"
"Racaciuni","Bacau"
"Racatau de Jos","Bacau"
"Racatau-Razesi","Bacau"
"Racauti","Bacau"
"Rachitis","Bacau"
"Rachitisu","Bacau"
"Rachitoasa","Bacau"
"Racova","Bacau"
"Racusana","Bacau"
"Radeana","Bacau"
"Radoaia","Bacau"
"Radomiresti","Bacau"
"Rastoaca","Bacau"
"Razesu","Bacau"
"Recea","Bacau"
"Reprivat","Bacau"
"Rogoaza","Bacau"
"Romanesti","Bacau"
"Rosiori","Bacau"
"Rotaria","Bacau"
"Runcu","Bacau"
"Rusenii de Sus","Bacau"
"Rusenii Razesi","Bacau"
"Rusi-Ciutea","Bacau"
"Salatruc","Bacau"
"Sanduleni","Bacau"
"Sarata","Bacau"
"Sarata (Solont)","Bacau"
"Sarbi","Bacau"
"Sascut","Bacau"
"Sascut-Sat","Bacau"
"Satu Nou (Colonesti)","Bacau"
"Satu Nou (Lipova)","Bacau"
"Satu Nou (Oncesti)","Bacau"
"Satu Nou (Pargaresti)","Bacau"
"Satu Nou (Parincea)","Bacau"
"Satu Nou (Urechesti)","Bacau"
"Saucesti","Bacau"
"Scariga","Bacau"
"Scarisoara","Bacau"
"Schineni (Sascut)","Bacau"
"Schineni (Saucesti)","Bacau"
"Schitu Frumoasa","Bacau"
"Scorteni","Bacau"
"Scurta","Bacau"
"Scutaru","Bacau"
"Seaca","Bacau"
"Secuieni","Bacau"
"Sendresti","Bacau"
"Serbesti","Bacau"
"Serpeni","Bacau"
"Sesuri","Bacau"
"Siretu (Letea Veche)","Bacau"
"Siretu (Saucesti)","Bacau"
"Slanic-Moldova","Bacau"
"Slobozia (Filipeni)","Bacau"
"Slobozia (Onesti)","Bacau"
"Slobozia (Stanisesti)","Bacau"
"Slobozia (Urechesti)","Bacau"
"Slobozia Noua","Bacau"
"Soci","Bacau"
"Sohodol","Bacau"
"Sohodor","Bacau"
"Solont","Bacau"
"Somusca","Bacau"
"Spria","Bacau"
"Stanesti","Bacau"
"Stanisesti","Bacau"
"Stefan Cel Mare","Bacau"
"Stefan Voda","Bacau"
"Stejaru","Bacau"
"Straja","Bacau"
"Straminoasa","Bacau"
"Strugari","Bacau"
"Stufu","Bacau"
"Sulta","Bacau"
"Surina","Bacau"
"Tagara","Bacau"
"Tamasi","Bacau"
"Tamasoaia","Bacau"
"Tarata","Bacau"
"Tardenii Mari","Bacau"
"Targu Ocna","Bacau"
"Targu Trotus","Bacau"
"Tarhausi","Bacau"
"Tarnita","Bacau"
"Tatarasti","Bacau"
"Taula","Bacau"
"Tavadaresti","Bacau"
"Teius","Bacau"
"Temelia","Bacau"
"Tepoaia","Bacau"
"Tescani","Bacau"
"Tiganesti","Bacau"
"Tisa","Bacau"
"Tisa-Silvestri","Bacau"
"Tochilea","Bacau"
"Tomozia","Bacau"
"Traian","Bacau"
"Trebes","Bacau"
"Turluianu","Bacau"
"Tuta","Bacau"
"Ungureni","Bacau"
"Ungureni (Tatarasti)","Bacau"
"Urechesti","Bacau"
"Ursoaia","Bacau"
"Valcele (Corbasca)","Bacau"
"Valcele (Targu Ocna)","Bacau"
"Valea Arinilor","Bacau"
"Valea Botului","Bacau"
"Valea Budului","Bacau"
"Valea Caselor","Bacau"
"Valea Hogei ","Bacau"
"Valea lui Ion","Bacau"
"Valea Lupului","Bacau"
"Valea Mare (Colonesti)","Bacau"
"Valea Mare (Rosiori)","Bacau"
"Valea Marului","Bacau"
"Valea Merilor","Bacau"
"Valea Mica (Cleja)","Bacau"
"Valea Mica (Rosiori)","Bacau"
"Valea Mosneagului","Bacau"
